Timestamp,pH,Turbidity_NTU,TDS_ppm,Temperature_C,Flow_Rate_Lmin,Water_Quality_Index
2024-01-19 03:45:00,7.2,1.1,143.0,22.9,0.1,92.0
2024-01-19 04:00:00,7.2,0.7,148.0,23.4,0.2,93.0
2024-01-19 04:15:00,7.2,0.7,148.0,23.8,0.5,93.0
2024-01-19 04:30:00,7.2,0.8,156.0,22.8,0.1,92.0
2024-01-19 04:45:00,7.2,0.7,146.0,23.2,0.4,93.0
2024-01-19 05:00:00,7.2,1.0,145.0,23.0,0.3,92.0
2024-01-19 05:15:00,7.2,1.0,147.0,23.3,0.5,92.0
2024-01-19 05:30:00,7.1,1.0,152.0,23.8,0.4,92.0
2024-01-19 05:45:00,7.1,0.9,147.0,23.2,0.6,93.0
2024-01-19 06:00:00,7.1,1.1,148.0,23.2,2.0,92.0
2024-01-19 06:15:00,7.0,1.2,149.0,23.6,2.4,92.0
2024-01-19 06:30:00,6.9,1.2,156.0,23.5,3.0,91.0
2024-01-19 06:45:00,7.0,1.4,159.0,22.9,2.3,91.0
2024-01-19 07:00:00,6.9,1.7,154.0,23.6,4.0,89.0
2024-01-19 07:15:00,6.9,1.9,166.0,24.2,3.0,87.0
2024-01-19 07:30:00,6.8,2.2,169.0,23.8,4.1,85.0
2024-01-19 07:45:00,6.8,2.1,169.0,23.7,3.8,86.0
2024-01-19 08:00:00,6.8,2.6,173.0,24.4,5.3,83.0
2024-01-19 08:15:00,6.7,3.0,173.0,24.7,6.1,81.0
2024-01-19 08:30:00,6.7,3.1,178.0,24.2,4.9,80.0
2024-01-19 08:45:00,6.5,3.0,178.0,24.9,4.3,80.0
2024-01-19 09:00:00,6.7,3.5,182.0,24.7,6.4,78.0
2024-01-19 09:15:00,6.7,3.6,187.0,24.9,4.9,77.0
2024-01-19 09:30:00,6.6,3.7,198.0,25.3,5.9,76.0
2024-01-19 09:45:00,6.6,4.0,188.0,25.6,5.5,75.0
2024-01-19 10:00:00,6.6,4.0,188.0,25.6,6.5,75.0
2024-01-19 10:15:00,6.6,4.2,201.0,25.8,5.5,73.0
2024-01-19 10:30:00,6.5,4.3,194.0,25.3,5.1,73.0
2024-01-19 10:45:00,6.6,4.4,204.0,25.4,5.6,72.0
2024-01-19 11:00:00,6.5,4.8,204.0,26.0,6.6,70.0
2024-01-19 11:15:00,6.4,4.8,208.0,26.0,6.3,69.0
2024-01-19 11:30:00,6.5,4.9,210.0,26.5,5.9,69.0
2024-01-19 11:45:00,6.4,5.0,208.0,26.4,6.5,68.0
2024-01-19 12:00:00,6.3,5.6,224.0,27.4,11.4,64.0
2024-01-19 12:15:00,6.3,5.7,218.0,26.9,9.7,64.0
2024-01-19 12:30:00,6.3,6.2,227.0,28.0,12.1,61.0
2024-01-19 12:45:00,6.2,6.3,230.0,28.0,9.8,60.0
2024-01-19 13:00:00,6.2,6.7,243.0,28.1,11.3,57.0
2024-01-19 13:15:00,6.2,6.7,237.0,28.3,9.2,58.0
2024-01-19 13:30:00,6.3,6.6,236.0,28.7,8.6,59.0
2024-01-19 13:45:00,6.1,6.8,233.0,28.0,9.1,58.0
2024-01-19 14:00:00,6.3,6.7,237.0,28.1,7.0,58.0
2024-01-19 14:15:00,6.2,6.4,239.0,28.0,6.6,59.0
2024-01-19 14:30:00,6.2,6.7,238.0,27.3,7.1,58.0
2024-01-19 14:45:00,6.3,6.7,240.0,27.5,6.8,58.0
2024-01-19 15:00:00,6.2,6.3,234.0,27.6,6.7,60.0
2024-01-19 15:15:00,6.3,6.6,235.0,27.5,6.9,59.0
2024-01-19 15:30:00,6.2,6.6,243.0,27.4,7.7,58.0
2024-01-19 15:45:00,6.2,6.5,239.0,27.4,6.9,59.0
2024-01-19 16:00:00,6.3,6.6,232.0,27.1,6.0,59.0
2024-01-19 16:15:00,6.2,6.6,237.0,27.4,6.9,59.0
2024-01-19 16:30:00,6.2,6.8,243.0,27.6,7.8,57.0
2024-01-19 16:45:00,6.4,6.7,235.0,27.5,5.8,59.0
2024-01-19 17:00:00,6.3,6.8,244.0,27.7,9.6,58.0
2024-01-19 17:15:00,6.2,6.9,249.0,28.3,8.8,57.0
2024-01-19 17:30:00,6.1,7.1,245.0,28.3,11.9,57.0
2024-01-19 17:45:00,6.2,7.3,253.0,28.0,8.6,57.0
2024-01-19 18:00:00,6.2,7.2,248.0,28.3,8.5,57.0
2024-01-19 18:15:00,6.2,7.3,245.0,29.1,9.5,57.0
2024-01-19 18:30:00,6.2,7.4,247.0,28.7,9.1,57.0
2024-01-19 18:45:00,6.1,7.5,247.0,28.6,10.8,56.0
2024-01-19 19:00:00,6.2,7.3,246.0,28.1,4.7,57.0
2024-01-19 19:15:00,6.3,7.1,238.0,27.8,5.2,58.0
2024-01-19 19:30:00,6.2,7.0,237.0,27.5,4.6,58.0
2024-01-19 19:45:00,6.2,6.9,237.0,26.8,4.7,58.0
2024-01-19 20:00:00,6.3,6.5,224.0,27.2,4.2,60.0
2024-01-19 20:15:00,6.2,6.2,233.0,26.0,4.5,60.0
2024-01-19 20:30:00,6.3,6.5,230.0,26.3,4.7,60.0
2024-01-19 20:45:00,6.3,6.0,230.0,26.6,3.7,62.0
2024-01-19 21:00:00,6.2,5.9,224.0,25.9,3.3,62.0
2024-01-19 21:15:00,6.4,5.8,229.0,26.0,3.6,64.0
2024-01-19 21:30:00,6.2,5.7,220.0,26.2,3.8,64.0
2024-01-19 21:45:00,6.4,5.6,220.0,26.1,3.7,65.0
2024-01-19 22:00:00,6.4,5.5,218.0,25.5,1.5,65.0
2024-01-19 22:15:00,6.4,5.3,210.0,24.7,0.9,67.0
2024-01-19 22:30:00,6.4,4.8,208.0,24.7,1.3,69.0
2024-01-19 22:45:00,6.5,4.9,202.0,24.7,1.2,70.0
2024-01-19 23:00:00,6.5,4.9,210.0,24.7,1.5,70.0
2024-01-19 23:15:00,6.6,4.6,199.0,24.8,1.3,71.0
2024-01-19 23:30:00,6.5,4.4,202.0,24.4,1.0,72.0
2024-01-19 23:45:00,6.6,4.4,203.0,24.0,1.3,73.0
2024-01-20 00:00:00,6.5,4.3,194.0,23.8,0.2,73.0
2024-01-20 00:15:00,6.5,4.1,198.0,23.7,0.7,74.0
2024-01-20 00:30:00,6.7,4.0,196.0,23.6,0.5,75.0
2024-01-20 00:45:00,6.6,3.7,187.0,23.9,0.2,77.0
2024-01-20 01:00:00,6.5,3.8,193.0,23.8,0.4,76.0
2024-01-20 01:15:00,6.7,3.6,185.0,23.3,0.0,78.0
2024-01-20 01:30:00,6.6,3.5,183.0,23.5,0.0,78.0
2024-01-20 01:45:00,6.7,3.3,186.0,23.5,0.5,79.0
2024-01-20 02:00:00,6.7,3.2,186.0,23.2,0.4,79.0
2024-01-20 02:15:00,6.7,3.0,179.0,23.3,0.5,81.0
2024-01-20 02:30:00,6.6,3.1,174.0,23.4,0.8,80.0
2024-01-20 02:45:00,6.8,2.9,181.0,23.7,0.5,81.0
2024-01-20 03:00:00,6.8,3.0,182.0,23.0,0.1,82.0
2024-01-20 03:15:00,6.7,2.7,165.0,23.2,0.6,83.0
2024-01-20 03:30:00,6.8,2.5,176.0,23.3,0.5,84.0
2024-01-20 03:45:00,6.8,2.7,170.0,23.2,0.6,83.0
2024-01-20 04:00:00,6.8,2.2,163.0,23.0,0.2,86.0
2024-01-20 04:15:00,6.9,2.1,167.0,23.2,0.6,87.0
2024-01-20 04:30:00,6.8,2.4,160.0,22.7,0.0,85.0
2024-01-20 04:45:00,6.9,2.2,169.0,22.6,0.4,86.0
2024-01-20 05:00:00,6.8,1.8,164.0,22.7,0.3,88.0
2024-01-20 05:15:00,6.9,1.7,155.0,22.8,0.1,89.0
2024-01-20 05:30:00,6.9,1.6,161.0,22.5,0.5,90.0
2024-01-20 05:45:00,6.9,1.4,151.0,22.4,0.0,91.0
2024-01-20 06:00:00,6.9,1.2,150.0,22.8,1.6,92.0
2024-01-20 06:15:00,7.0,1.1,147.0,22.5,1.7,93.0
2024-01-20 06:30:00,7.1,1.2,156.0,22.6,1.3,91.0
2024-01-20 06:45:00,7.1,1.1,155.0,22.8,3.0,92.0
2024-01-20 07:00:00,7.0,1.3,153.0,23.0,2.7,91.0
2024-01-20 07:15:00,7.1,1.3,157.0,23.7,4.2,91.0
2024-01-20 07:30:00,7.2,1.5,159.0,23.6,4.2,89.0
2024-01-20 07:45:00,7.1,1.4,167.0,23.6,4.1,90.0
2024-01-20 08:00:00,6.9,1.4,165.0,24.2,5.5,90.0
2024-01-20 08:15:00,7.1,1.8,167.0,23.9,4.9,88.0
2024-01-20 08:30:00,7.1,1.6,170.0,24.8,5.6,89.0
2024-01-20 08:45:00,7.1,1.9,168.0,24.3,5.1,87.0
2024-01-20 09:00:00,7.0,1.6,175.0,24.0,4.7,89.0
2024-01-20 09:15:00,7.0,1.7,177.0,24.7,6.8,88.0
2024-01-20 09:30:00,7.0,1.7,179.0,24.4,5.2,88.0
2024-01-20 09:45:00,7.0,1.8,176.0,24.0,4.4,88.0
2024-01-20 10:00:00,7.1,1.8,182.0,24.2,4.0,88.0
2024-01-20 10:15:00,7.0,1.7,175.0,23.9,4.9,88.0
2024-01-20 10:30:00,7.0,1.9,186.0,24.0,4.7,87.0
2024-01-20 10:45:00,7.0,1.7,187.0,24.1,5.4,88.0
2024-01-20 11:00:00,7.0,1.6,191.0,24.1,4.1,88.0
2024-01-20 11:15:00,7.1,1.6,191.0,24.1,5.6,88.0
2024-01-20 11:30:00,6.9,1.8,185.0,23.8,3.9,87.0
2024-01-20 11:45:00,7.0,1.8,191.0,24.0,5.2,87.0
2024-01-20 12:00:00,7.0,2.1,199.0,25.3,11.7,85.0
2024-01-20 12:15:00,6.9,2.3,203.0,25.2,8.3,84.0
2024-01-20 12:30:00,7.0,2.5,204.0,25.3,9.4,83.0
2024-01-20 12:45:00,7.0,2.6,211.0,26.5,12.6,82.0
2024-01-20 13:00:00,6.8,2.7,211.0,26.6,12.7,81.0
2024-01-20 13:15:00,6.8,3.0,213.0,27.0,11.9,79.0
2024-01-20 13:30:00,6.9,2.8,205.0,26.5,9.3,81.0
2024-01-20 13:45:00,6.8,2.9,221.0,26.5,12.2,80.0
2024-01-20 14:00:00,6.9,2.7,206.0,26.2,6.1,82.0
2024-01-20 14:15:00,6.9,2.6,206.0,25.6,5.9,82.0
2024-01-20 14:30:00,6.9,2.1,210.0,24.9,6.3,84.0
2024-01-20 14:45:00,6.9,2.4,207.0,25.3,5.1,83.0
2024-01-20 15:00:00,7.0,2.4,207.0,25.3,7.1,84.0
2024-01-20 15:15:00,7.0,2.1,217.0,25.2,5.5,84.0
2024-01-20 15:30:00,7.0,2.4,200.0,24.8,5.1,84.0
2024-01-20 15:45:00,7.0,2.2,217.0,24.9,5.7,84.0
2024-01-20 16:00:00,6.8,2.3,212.0,24.8,5.2,83.0
2024-01-20 16:15:00,6.9,2.2,216.0,24.4,5.4,84.0
2024-01-20 16:30:00,6.9,2.2,217.0,25.2,7.3,83.0
2024-01-20 16:45:00,6.8,2.4,217.0,24.8,5.9,82.0
2024-01-20 17:00:00,6.8,2.5,221.0,25.6,10.3,81.0
2024-01-20 17:15:00,6.9,2.5,222.0,25.8,8.3,82.0
2024-01-20 17:30:00,6.8,2.7,218.0,26.4,10.7,81.0
2024-01-20 17:45:00,6.8,2.7,227.0,26.2,10.3,80.0
2024-01-20 18:00:00,6.9,3.1,231.0,26.2,9.6,79.0
2024-01-20 18:15:00,6.8,3.0,233.0,26.2,11.4,78.0
2024-01-20 18:30:00,6.8,3.0,241.0,26.9,10.4,78.0
2024-01-20 18:45:00,6.8,2.9,244.0,26.8,10.3,78.0
2024-01-20 19:00:00,6.8,2.9,230.0,26.0,4.9,79.0
2024-01-20 19:15:00,6.8,2.5,234.0,24.7,4.9,81.0
2024-01-20 19:30:00,6.8,2.5,235.0,24.8,5.7,81.0
2024-01-20 19:45:00,6.8,2.5,231.0,24.8,5.9,81.0
2024-01-20 20:00:00,6.9,2.4,234.0,25.1,5.1,82.0
2024-01-20 20:15:00,6.8,2.4,221.0,24.2,3.8,82.0
2024-01-20 20:30:00,7.0,2.2,225.0,24.3,3.5,84.0
2024-01-20 20:45:00,6.9,2.3,227.0,24.2,4.0,83.0
2024-01-20 21:00:00,6.9,2.1,227.0,24.0,2.5,84.0
2024-01-20 21:15:00,6.9,2.2,229.0,23.6,4.1,83.0
2024-01-20 21:30:00,6.8,2.3,227.0,24.4,3.9,82.0
2024-01-20 21:45:00,6.9,2.2,229.0,24.2,3.4,83.0
2024-01-20 22:00:00,6.9,2.0,222.0,23.5,1.0,85.0
2024-01-20 22:15:00,6.9,1.6,227.0,23.1,0.3,86.0
2024-01-20 22:30:00,6.9,1.8,232.0,23.5,1.1,85.0
2024-01-20 22:45:00,6.9,1.8,223.0,23.1,1.0,86.0
2024-01-20 23:00:00,7.0,1.8,233.0,22.8,0.9,86.0
2024-01-20 23:15:00,6.9,1.8,229.0,22.8,1.3,85.0
2024-01-20 23:30:00,6.9,2.1,232.0,23.5,1.4,84.0
2024-01-20 23:45:00,6.8,1.8,238.0,23.4,1.4,84.0
2024-01-21 00:00:00,6.9,1.7,230.0,23.5,0.0,85.0
2024-01-21 00:15:00,6.8,1.9,237.0,23.1,0.5,84.0
2024-01-21 00:30:00,7.0,2.0,239.0,22.8,0.6,85.0
2024-01-21 00:45:00,6.9,2.0,239.0,23.2,0.0,84.0
2024-01-21 01:00:00,7.0,2.0,232.0,23.4,0.6,84.0
2024-01-21 01:15:00,6.8,1.8,242.0,23.3,0.4,84.0
2024-01-21 01:30:00,6.9,2.0,239.0,22.4,0.2,84.0
2024-01-21 01:45:00,6.9,1.8,249.0,22.6,0.4,84.0
2024-01-21 02:00:00,6.9,2.0,250.0,23.4,0.1,83.0
2024-01-21 02:15:00,6.9,1.8,248.0,22.9,0.4,84.0
2024-01-21 02:30:00,6.8,2.1,253.0,23.0,0.3,82.0
2024-01-21 02:45:00,6.9,2.1,247.0,22.8,0.2,83.0
2024-01-21 03:00:00,6.9,2.2,253.0,22.7,0.0,82.0
2024-01-21 03:15:00,6.9,2.1,252.0,22.9,0.0,83.0
2024-01-21 03:30:00,6.8,2.1,245.0,22.8,0.4,83.0
2024-01-21 03:45:00,6.8,2.1,254.0,22.8,0.5,82.0
2024-01-21 04:00:00,6.9,1.9,248.0,22.9,0.3,84.0
2024-01-21 04:15:00,6.8,2.3,244.0,23.4,0.3,82.0
2024-01-21 04:30:00,6.8,1.9,260.0,23.3,0.1,83.0
2024-01-21 04:45:00,6.8,2.2,253.0,23.3,0.7,82.0
2024-01-21 05:00:00,6.8,2.3,261.0,23.5,0.3,81.0
2024-01-21 05:15:00,6.7,2.1,261.0,23.1,0.1,81.0
2024-01-21 05:30:00,6.8,2.2,265.0,23.7,0.5,81.0
2024-01-21 05:45:00,6.7,2.2,260.0,22.9,0.7,81.0
2024-01-21 06:00:00,6.8,2.3,266.0,23.7,1.8,81.0
2024-01-21 06:15:00,6.9,2.2,267.0,23.8,2.9,81.0
2024-01-21 06:30:00,6.7,2.4,273.0,24.0,2.3,79.0
2024-01-21 06:45:00,6.7,2.4,278.0,23.9,2.1,79.0
2024-01-21 07:00:00,6.8,2.5,274.0,24.1,3.3,79.0
2024-01-21 07:15:00,6.7,2.7,273.0,23.9,3.3,78.0
2024-01-21 07:30:00,6.7,2.8,285.0,24.0,3.7,77.0
2024-01-21 07:45:00,6.7,2.8,280.0,24.3,2.8,77.0
2024-01-21 08:00:00,6.6,3.0,280.0,24.6,5.1,75.0
2024-01-21 08:15:00,6.7,3.2,292.0,25.0,5.9,74.0
2024-01-21 08:30:00,6.7,3.2,289.0,24.8,5.0,75.0
2024-01-21 08:45:00,6.7,3.0,290.0,25.5,4.6,75.0
2024-01-21 09:00:00,6.7,3.1,290.0,24.7,4.5,76.0
2024-01-21 09:15:00,6.7,3.2,293.0,25.4,5.7,74.0
2024-01-21 09:30:00,6.6,3.2,301.0,25.3,5.6,74.0
2024-01-21 09:45:00,6.7,3.4,292.0,25.0,4.4,74.0
2024-01-21 10:00:00,6.6,3.3,297.0,24.9,5.9,74.0
2024-01-21 10:15:00,6.7,3.2,304.0,25.4,5.3,74.0
2024-01-21 10:30:00,6.5,3.5,301.0,25.6,6.0,72.0
2024-01-21 10:45:00,6.6,3.1,304.0,25.5,5.7,74.0
2024-01-21 11:00:00,6.5,3.4,302.0,25.6,6.0,72.0
2024-01-21 11:15:00,6.6,3.2,299.0,25.3,4.4,74.0
2024-01-21 11:30:00,6.5,3.2,305.0,25.4,5.4,72.0
2024-01-21 11:45:00,6.6,3.4,313.0,25.2,4.5,72.0
2024-01-21 12:00:00,6.7,3.8,314.0,26.7,12.4,70.0
2024-01-21 12:15:00,6.5,3.9,311.0,27.0,10.1,69.0
2024-01-21 12:30:00,6.4,3.9,322.0,27.1,9.8,68.0
2024-01-21 12:45:00,6.6,3.9,323.0,27.2,9.8,69.0
2024-01-21 13:00:00,6.4,4.4,324.0,27.1,11.5,65.0
2024-01-21 13:15:00,6.4,4.2,325.0,27.8,12.1,67.0
2024-01-21 13:30:00,6.4,4.2,327.0,27.8,9.2,66.0
2024-01-21 13:45:00,6.5,4.1,335.0,28.0,11.5,66.0
2024-01-21 14:00:00,6.5,4.0,330.0,26.7,6.0,68.0
2024-01-21 14:15:00,6.5,3.7,321.0,26.3,6.0,70.0
2024-01-21 14:30:00,6.6,3.5,320.0,26.2,6.9,71.0
2024-01-21 14:45:00,6.4,3.8,323.0,26.1,6.7,69.0
2024-01-21 15:00:00,6.4,3.8,330.0,26.6,7.5,68.0
2024-01-21 15:15:00,6.6,3.6,328.0,26.0,6.4,70.0
2024-01-21 15:30:00,6.4,3.7,330.0,26.1,7.0,68.0
2024-01-21 15:45:00,6.5,3.7,329.0,25.8,4.7,69.0
2024-01-21 16:00:00,6.6,3.9,331.0,25.1,5.3,69.0
2024-01-21 16:15:00,6.5,3.6,333.0,25.7,5.3,70.0
2024-01-21 16:30:00,6.6,3.6,333.0,26.1,7.3,70.0
2024-01-21 16:45:00,6.5,3.6,329.0,26.4,5.9,70.0
2024-01-21 17:00:00,6.4,3.9,333.0,26.5,9.5,68.0
2024-01-21 17:15:00,6.3,4.3,347.0,27.6,10.9,65.0
2024-01-21 17:30:00,6.5,4.3,350.0,27.2,10.6,65.0
2024-01-21 17:45:00,6.5,4.5,348.0,27.4,8.7,64.0
2024-01-21 18:00:00,6.4,4.1,354.0,27.5,11.3,65.0
2024-01-21 18:15:00,6.4,4.3,353.0,28.0,11.3,64.0
2024-01-21 18:30:00,6.4,4.3,352.0,27.2,10.6,65.0
2024-01-21 18:45:00,6.4,4.2,352.0,27.6,8.8,65.0
2024-01-21 19:00:00,6.5,4.0,345.0,26.5,5.9,67.0
2024-01-21 19:15:00,6.4,3.8,343.0,26.3,4.7,67.0
2024-01-21 19:30:00,6.4,3.9,348.0,26.0,4.7,67.0
2024-01-21 19:45:00,6.5,3.8,356.0,25.8,5.1,68.0
2024-01-21 20:00:00,6.5,3.8,352.0,25.9,4.9,68.0
2024-01-21 20:15:00,6.4,3.8,350.0,25.2,3.9,68.0
2024-01-21 20:30:00,6.5,3.9,346.0,25.7,4.9,67.0
2024-01-21 20:45:00,6.4,3.8,345.0,26.0,4.4,68.0
2024-01-21 21:00:00,6.5,3.7,346.0,25.3,3.3,69.0
2024-01-21 21:15:00,6.5,3.7,348.0,25.0,3.6,69.0
2024-01-21 21:30:00,6.5,3.6,344.0,25.2,3.4,69.0
2024-01-21 21:45:00,6.4,3.6,350.0,24.6,2.8,69.0
2024-01-21 22:00:00,6.3,3.5,348.0,24.9,0.7,68.0
2024-01-21 22:15:00,6.5,3.4,348.0,24.7,1.9,70.0
2024-01-21 22:30:00,6.6,3.3,350.0,24.2,0.8,71.0
2024-01-21 22:45:00,6.6,3.4,346.0,23.7,1.1,71.0
2024-01-21 23:00:00,6.5,3.3,349.0,24.4,0.8,70.0
2024-01-21 23:15:00,6.5,3.2,353.0,24.2,0.7,71.0
2024-01-21 23:30:00,6.5,3.2,347.0,23.8,1.4,71.0
2024-01-21 23:45:00,6.5,3.5,351.0,23.9,0.3,70.0
2024-01-22 00:00:00,6.6,3.3,352.0,24.4,0.4,71.0
2024-01-22 00:15:00,6.5,3.2,357.0,24.1,0.5,71.0
2024-01-22 00:30:00,6.5,3.2,349.0,23.9,0.3,71.0
2024-01-22 00:45:00,6.5,3.2,353.0,23.5,0.6,71.0
2024-01-22 01:00:00,6.5,3.3,357.0,24.2,0.1,70.0
2024-01-22 01:15:00,6.5,3.3,357.0,23.7,0.2,70.0
2024-01-22 01:30:00,6.5,3.4,356.0,24.0,0.4,70.0
2024-01-22 01:45:00,6.4,3.4,359.0,24.0,0.3,69.0
2024-01-22 02:00:00,6.6,3.4,359.0,23.7,0.0,70.0
2024-01-22 02:15:00,6.4,3.2,364.0,23.7,0.4,70.0
2024-01-22 02:30:00,6.5,3.4,367.0,24.3,0.3,70.0
2024-01-22 02:45:00,6.4,3.2,358.0,23.9,0.2,70.0
2024-01-22 03:00:00,6.5,3.4,368.0,23.8,0.6,69.0
2024-01-22 03:15:00,6.4,3.3,370.0,24.3,0.4,69.0
2024-01-22 03:30:00,6.4,3.3,363.0,24.3,0.3,69.0
2024-01-22 03:45:00,6.4,3.3,369.0,23.9,0.3,69.0
2024-01-22 04:00:00,6.5,3.7,368.0,24.4,0.2,68.0
2024-01-22 04:15:00,6.5,3.4,375.0,24.4,0.1,69.0
2024-01-22 04:30:00,6.4,3.6,375.0,23.9,0.1,67.0
2024-01-22 04:45:00,6.3,3.4,372.0,24.0,0.2,68.0
2024-01-22 05:00:00,6.4,3.5,379.0,23.8,0.5,68.0
2024-01-22 05:15:00,6.4,3.4,378.0,23.8,0.0,68.0
2024-01-22 05:30:00,6.4,3.5,382.0,24.5,0.4,67.0
2024-01-22 05:45:00,6.3,3.6,381.0,23.6,0.0,67.0
2024-01-22 06:00:00,6.3,3.4,388.0,24.5,3.3,67.0
2024-01-22 06:15:00,6.4,3.7,380.0,24.7,3.0,66.0
2024-01-22 06:30:00,6.4,4.0,393.0,25.0,2.6,65.0
2024-01-22 06:45:00,6.4,4.1,386.0,25.2,1.5,65.0
2024-01-22 07:00:00,6.3,4.0,395.0,25.5,3.4,64.0
2024-01-22 07:15:00,6.3,3.9,396.0,25.3,4.3,64.0
2024-01-22 07:30:00,6.3,4.2,394.0,25.6,3.5,63.0
2024-01-22 07:45:00,6.3,4.2,401.0,25.1,3.4,63.0
2024-01-22 08:00:00,6.4,4.4,396.0,26.0,5.4,63.0
2024-01-22 08:15:00,6.3,4.3,403.0,26.1,6.2,62.0
2024-01-22 08:30:00,6.3,4.4,411.0,26.0,5.1,61.0
2024-01-22 08:45:00,6.2,4.4,405.0,26.3,5.6,61.0
2024-01-22 09:00:00,6.2,4.6,414.0,25.8,5.7,60.0
2024-01-22 09:15:00,6.3,4.5,416.0,26.1,5.4,60.0
2024-01-22 09:30:00,6.4,4.7,409.0,26.3,5.3,61.0
2024-01-22 09:45:00,6.1,4.7,418.0,26.6,7.3,59.0
2024-01-22 10:00:00,6.3,4.7,416.0,26.9,4.1,59.0
2024-01-22 10:15:00,6.2,4.7,416.0,26.8,5.4,59.0
2024-01-22 10:30:00,6.3,4.4,421.0,26.3,5.3,60.0
2024-01-22 10:45:00,6.3,4.3,419.0,26.7,5.1,61.0
2024-01-22 11:00:00,6.4,4.7,421.0,25.9,5.3,60.0
2024-01-22 11:15:00,6.2,4.5,424.0,26.2,4.0,60.0
2024-01-22 11:30:00,6.2,4.6,429.0,26.3,6.2,59.0
2024-01-22 11:45:00,6.1,4.9,418.0,25.7,4.3,58.0
2024-01-22 12:00:00,6.2,4.8,432.0,26.9,9.6,57.0
2024-01-22 12:15:00,6.2,5.3,432.0,27.4,10.8,55.0
2024-01-22 12:30:00,6.0,5.3,446.0,28.2,12.0,54.0
2024-01-22 12:45:00,6.2,5.5,441.0,28.3,10.0,54.0
2024-01-22 13:00:00,6.2,5.1,444.0,27.8,8.5,55.0
2024-01-22 13:15:00,6.1,5.5,445.0,28.1,8.6,54.0
2024-01-22 13:30:00,6.1,5.5,446.0,28.1,11.4,53.0
2024-01-22 13:45:00,6.2,5.5,445.0,27.8,9.5,53.0
2024-01-22 14:00:00,6.1,5.2,441.0,27.7,6.8,54.0
2024-01-22 14:15:00,6.1,5.4,438.0,27.9,7.3,54.0
2024-01-22 14:30:00,6.1,5.1,446.0,27.7,7.6,55.0
2024-01-22 14:45:00,6.1,5.1,453.0,27.5,7.9,55.0
2024-01-22 15:00:00,6.2,5.2,449.0,27.4,6.0,55.0
2024-01-22 15:15:00,6.1,5.2,450.0,27.0,5.9,54.0
2024-01-22 15:30:00,6.2,5.1,446.0,26.9,7.3,56.0
2024-01-22 15:45:00,6.2,5.3,448.0,27.1,6.4,55.0
2024-01-22 16:00:00,6.0,4.8,450.0,26.8,5.9,56.0
2024-01-22 16:15:00,6.2,5.0,457.0,26.9,6.3,56.0
2024-01-22 16:30:00,6.1,5.1,453.0,27.1,7.1,54.0
2024-01-22 16:45:00,5.9,5.3,462.0,27.4,7.8,52.0
2024-01-22 17:00:00,5.9,5.3,457.0,27.7,9.3,52.0
2024-01-22 17:15:00,6.1,5.7,463.0,28.1,11.5,52.0
2024-01-22 17:30:00,5.9,5.8,474.0,28.6,11.6,49.0
2024-01-22 17:45:00,6.0,5.8,465.0,28.0,8.5,50.0
2024-01-22 18:00:00,6.0,5.6,463.0,28.2,8.6,52.0
2024-01-22 18:15:00,6.1,5.7,469.0,28.2,10.7,51.0
2024-01-22 18:30:00,6.0,5.5,465.0,28.7,8.1,52.0
2024-01-22 18:45:00,6.1,5.4,470.0,28.6,9.8,52.0
2024-01-22 19:00:00,6.0,5.6,462.0,27.7,5.5,52.0
2024-01-22 19:15:00,6.1,5.3,464.0,27.4,4.2,53.0
2024-01-22 19:30:00,6.0,5.2,465.0,27.1,5.1,53.0
2024-01-22 19:45:00,6.1,5.1,467.0,27.2,4.4,54.0
2024-01-22 20:00:00,6.2,5.4,461.0,26.5,5.2,54.0
2024-01-22 20:15:00,6.1,5.3,467.0,26.5,3.8,53.0
2024-01-22 20:30:00,6.2,5.0,464.0,26.1,4.2,55.0
2024-01-22 20:45:00,6.0,5.2,467.0,26.0,4.9,53.0
2024-01-22 21:00:00,6.0,4.9,461.0,26.3,3.0,55.0
2024-01-22 21:15:00,6.1,5.1,469.0,26.3,3.7,54.0
2024-01-22 21:30:00,6.2,5.1,466.0,26.2,3.2,55.0
2024-01-22 21:45:00,6.0,5.1,469.0,26.2,3.9,54.0
2024-01-22 22:00:00,6.2,4.9,472.0,25.5,0.6,56.0
2024-01-22 22:15:00,6.0,4.5,467.0,25.3,0.7,57.0
2024-01-22 22:30:00,6.0,4.5,469.0,25.4,1.7,57.0
2024-01-22 22:45:00,6.0,4.6,469.0,25.2,1.3,56.0
2024-01-22 23:00:00,6.0,4.8,468.0,25.6,1.1,55.0
2024-01-22 23:15:00,6.1,4.9,464.0,25.0,1.5,55.0
2024-01-22 23:30:00,6.0,4.6,478.0,25.0,0.8,56.0
2024-01-22 23:45:00,6.0,4.6,475.0,25.1,0.9,56.0
2024-01-23 00:00:00,6.2,4.7,473.0,25.1,0.6,57.0
2024-01-23 00:15:00,6.0,4.7,471.0,25.0,0.3,56.0
2024-01-23 00:30:00,6.2,4.8,477.0,24.8,0.2,56.0
2024-01-23 00:45:00,6.0,4.8,470.0,25.1,0.5,55.0
2024-01-23 01:00:00,6.1,4.9,475.0,24.5,0.5,55.0
2024-01-23 01:15:00,6.0,4.9,481.0,24.8,0.5,54.0
2024-01-23 01:30:00,6.0,4.7,478.0,24.6,0.0,55.0
